,delivery_id,customer_id,courier_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_courier_arrived_at_pickup,when_the_courier_left_pickup,when_the_courier_arrived_at_dropoff,distance_crossed,courrier_timing
2140,1322723,340592,144919,bicycle,sweetgreen,Salad,Kale Caesar,1,Signatures,10:09.2,40.72132319,-74.00973201,40.71509,-74.014192,28:31.6,47:13.4,03:32.8,10:22.3,0.788116003,25:31.3
2154,1348385,275689,65763,bicycle,Nobu Next Door,Sushi,Spicy Bigeye Tuna Roll,1,Dinner Sushi Rolls,12:46.6,40.71938641,-74.0086925,40.7202117,-74.0021308,07:17.5,40:20.8,00:49:03,55:54.4,0.561925153,39:54.7
2164,1303261,41176,142140,car,TAO,Japanese,Banana Pudding,2,Desserts,05:17.8,40.76285776,-73.971619,40.718401,-74.002809,00:08:57,50:49.8,00:13.5,24:01.6,5.595800288,05:40.9
2176,1310468,87727,3296,bicycle,Blue Ribbon Sushi,Japanese,Spicy Tuna & Tempura Flakes,1,Maki (Special Rolls),02:27.2,40.72610966,-74.00249186,40.72024146,-73.99494484,09:26.1,21:12.6,46:02.7,54:55.5,0.91170861,20:39.3
2177,1355405,94524,33252,bicycle,The Meatball Shop,Italian,Chicken,2,Naked Balls,05:06.2,40.77149125,-73.95633415,40.77475672,-73.94567694,17:30.1,00:24:30,35:19.8,45:14.9,0.97004367,16:55.0
2185,1462897,176234,172399,bicycle,Prosperity Dumpling,Chinese,Chives and Pork Fried Dumplings,4,Dumplings,02:48.0,40.71600125,-73.99320973,40.7385291,-73.9728777,00:44:27,51:33.7,01:52.2,18:19.1,3.034605727,23:33.6
2191,1410204,270525,43955,bicycle,Pearl Oyster Bar,Seafood,New England Clam Chowder,1,Small Plates,05:26.0,40.7314379,-74.00212195,40.7260641,-73.9897793,00:10:33,24:54.9,43:14.4,54:01.3,1.201387092,25:08.8
2204,1324368,351561,88804,bicycle,The Kati Roll Company,Indian,Chicken Tikka Roll (Daily Special),2,Rolls,03:13.9,40.75713793,-73.96827285,40.77433,-73.947928,00:21:54,26:36.7,35:56.7,45:30.5,2.568197477,14:16.5
2214,1475653,187256,106964,bicycle,California Pizza Kitchen,Pizza,Chicken Piccata,1,Specialties,09:53.8,40.74466624,-73.98334441,40.744082,-73.998287,09:39.9,23:52.6,37:43.3,48:25.3,1.263708734,24:54.7
2226,1278738,58898,113563,bicycle,Blue Ribbon Sushi,Japanese,Karai Kaibashira,1,Maki (Special Rolls),02:53.1,40.72610966,-74.00249186,40.7256874,-73.9925794,00:44.7,44:17.4,51:36.7,57:02.8,0.838743842,48:58.8
2228,1423915,50199,115756,bicycle,Five Guys Burgers and Fries,Burger,Cheeseburger,1,Burgers,04:09.6,40.76252453,-73.97696,40.774038,-73.962521,01:50.5,09:26.3,22:00.7,45:37.6,1.766596831,31:12.7
2232,1470211,400950,99219,bicycle,Sushi of Gari 46,Sushi,Seared Salmon Roll,1,Special Sushi Rolls,12:04.0,40.76065444,-73.98958275,40.75005135,-73.98408061,17:47.6,37:10.7,05:00.2,00:15:24,1.265821694,29:46.9
2237,1332784,76938,3296,bicycle,Sushi of Gari,Sushi,Edamame,1,Additional Appetizers,07:56.7,40.77156871,-73.95278683,40.768929,-73.962163,07:41.1,19:30.3,32:20.4,39:32.2,0.844131877,19:01.0
2242,1299385,362800,30743,bicycle,2nd Ave Deli,Deli,Jewish Penicillin - Matzoh,2,Soups,07:12.4,40.74529931,-73.97913758,40.7330979,-74.0037692,03:38.6,08:39.2,19:29.3,39:23.1,2.482844118,24:54.4
2244,1302817,35774,34669,bicycle,The Meatball Shop,Italian,Spicy Pork,1,Naked Balls,11:38.9,40.72154512,-73.98884243,40.7233295,-73.9915018,32:18.3,50:52.3,00:38.2,08:09.7,0.299577692,26:05.5
2245,1478795,300003,122837,bicycle,Friedman's Lunch,Breakfast,B.L.A.T,1,Sandwiches,07:47.3,40.74268064,-74.00623583,40.7518109,-74.0018238,04:09.6,00:15:15,40:05.2,49:23.4,1.080209716,20:23.6
2276,1286764,141596,139444,bicycle,Peacefood Cafe,Vegan,Cookie,3,Desserts & Bakery,15:44.1,40.78516004,-73.97691647,40.800023,-73.971317,06:43.6,10:21.1,42:37.2,54:57.8,1.716854023,15:58.1
2277,1415784,94152,100390,bicycle,The Meatball Shop,Italian,Classic Beef,1,Naked Balls,02:55.5,40.77149125,-73.95633415,40.7619501,-73.9583408,00:55:18,59:01.2,09:51.2,17:23.8,1.072999199,11:15.8
2278,1488086,351076,30743,bicycle,California Pizza Kitchen,Pizza,Thai Chicken,1,Original Hand-Tossed Pizzas,11:37.0,40.74466624,-73.98334441,40.7640334,-73.9770219,43:39.9,50:31.1,15:13.2,37:00.1,2.215988727,28:38.1
2284,1390515,385033,154377,car,RedFarm Broadway,Chinese,Crunchy Vegetable & Peanut Dumplings (4),1,Dim Sum,07:38.5,40.7821167,-73.9807391,40.7749992,-73.9574428,40:37.6,41:55.5,21:46.5,37:18.5,2.119475649,16:49.9
2293,1435427,200631,118659,walker,Amy Ruth's,Southern,Chicken Wings,1,Appetizers,02:42.0,40.80254961,-73.95023268,40.798558,-73.93488,37:08.2,52:15.5,04:05.4,14:26.7,1.36931776,25:28.6
2295,1448901,118517,142394,bicycle,Mari Vanna,Eastern European,Pirozhok,1,Hot Appetizers,04:34.3,40.73876871,-73.98864156,40.74680675,-73.9854346,16:12.5,18:08.8,47:56.5,59:25.5,0.932807855,13:25.3
2304,1370216,347263,140096,bicycle,Hummus Place,Middle Eastern,Baklawa,3,Desserts,09:36.2,40.732351,-74.003505,40.7356342,-74.0050767,44:39.7,48:44.4,03:19.8,00:06:01,0.388016004,06:45.9
2311,1341485,35432,129289,bicycle,TAO,Japanese,Omakase Chef�۪s Choice Sushi and/or Sashimi,1,Special Dishes,10:46.1,40.76285776,-73.971619,40.751898,-73.985835,29:32.3,44:45.9,00:31:03,44:51.7,1.709480814,29:02.3
2315,1357538,377274,152200,bicycle,RedFarm Broadway,Chinese,Thin Rice Noodles with Vegetables,1,Rice & Noodles,03:54.8,40.7821167,-73.9807391,40.780262,-73.9810556,39:19.9,54:34.8,04:36.5,07:35.5,0.207689394,18:13.9
2327,1368732,241719,34667,bicycle,Sushi of Gari Tribeca,Japanese,Egg Omelet,1,Nigiri Sushi,08:03.8,40.71672576,-74.00825065,40.7069298,-74.0086171,21:29.4,32:54.4,45:52.4,53:46.9,1.088265743,19:19.5
2330,1462961,37538,30743,bicycle,Caracas Arepa Bar,South American,La Mulata,1,Arepas,03:57.5,40.72681,-73.985329,40.722579,-73.999144,46:56.8,57:21.8,07:12.1,17:02.8,1.258171688,20:15.7
2350,1330616,147338,102837,car,Lucky's Famous Burgers,Burger,Lucky BBQ Bacon Cheddar,4,Lucky's Famous Burgers,04:53.5,40.72333141,-73.9895311,40.720244,-73.978843,06:48.4,12:19.4,00:28:11,39:08.3,0.965911642,16:28.3
2352,1333648,111125,138560,bicycle,Otto Enoteca Pizzeria,Italian,Summer Squash & Pecorino,1,Vegetables,16:52.4,40.73206376,-73.99615467,40.7390988,-73.9935086,30:35.1,38:42.1,05:31.8,13:04.3,0.812578322,15:39.5
2358,1410230,72322,112990,bicycle,Cafe Mogador,Middle Eastern,Cucumber Yogurt,1,Appetizers,07:25.1,40.727293,-73.984517,40.72078,-73.984491,14:05.5,44:40.4,52:31.7,58:33.1,0.723262721,36:36.3
2361,1487074,245311,154545,bicycle,sweetgreen,Salad,Salad,1,Make Your Own,07:56.7,40.74507859,-73.98882151,40.750086,-73.9872181,22:58.6,30:42.4,43:02.7,49:44.3,0.572319226,14:25.4
2368,1462338,300670,86938,car,Caracas Arepa Bar,South American,Guasacaca & Chips,1,Sidekicks,03:35.7,40.72681,-73.985329,40.7139538,-74.0096019,00:16:22,32:34.7,39:55.1,55:51.4,2.498808558,32:09.0
2372,1312632,198194,140919,bicycle,The Kati Roll Company,Indian,Chana Masala Roll,1,Rolls,06:39.6,40.75713793,-73.96827285,40.76350078,-73.97473595,13:33.6,17:27.5,38:46.5,55:25.8,0.892804855,20:33.2
2375,1295261,51295,123581,bicycle,Luke's Lobster,Seafood,Lobster Roll,1,Rolls,03:36.6,40.77483281,-73.9544744,40.76473026,-73.96462848,18:11.1,27:31.5,36:51.8,48:35.8,1.411931886,21:04.4
2382,1470587,222879,118095,bicycle,Parm,Italian,Roasted Beets,1,Vegetables,02:09.9,40.72301983,-73.995854,40.714913,-74.009033,05:38.8,14:23.8,24:12.8,36:30.2,1.431909678,21:02.4
2384,1390515,385033,154377,car,RedFarm Broadway,Chinese,Shrimp & Mango Fried Wontons (4),1,Dim Sum,07:38.5,40.7821167,-73.9807391,40.7749992,-73.9574428,40:37.6,41:55.5,21:46.5,37:18.5,2.119475649,16:49.9
2388,1320762,164131,144384,bicycle,Tony's Di Napoli,Italian,"""Ala Vodka"" Sauce with Mushrooms",1,Pasta,08:42.8,40.75654715,-73.98557692,40.7704996,-73.9815465,11:20.9,13:21.5,35:10.6,49:34.1,1.586342591,16:24.1
2390,1302336,361728,133293,bicycle,The Meatball Shop,Italian,Steamed Spinach,1,Green Market,04:54.5,40.72154512,-73.98884243,40.7539767,-73.9650481,40:53.5,45:58.7,10:48.7,28:28.4,4.124347004,22:44.9
2392,1349017,300939,162381,van,Melt Shop,American,Tomato Soup,1,Sides & Snacks,06:05.4,40.74460714,-73.99074197,40.746105,-73.9765483,04:37.6,00:18:12,28:32.5,00:38:39,1.21025618,23:40.9
2393,1448220,60039,170756,bicycle,ilili Restaurant,Middle Eastern,Fluke Capraccio,1,Tartar,06:59.9,40.74418795,-73.98753094,40.745521,-73.990467,00:07:39,07:52.4,43:42.4,57:07.7,0.288801237,13:38.7
2396,1348442,232359,44356,bicycle,The Meatball Shop,American,Classic Beef,1,Naked Balls,05:04.9,40.73613088,-74.0006483,40.7407722,-74.0010762,12:21.2,18:59.5,40:49.4,47:41.8,0.516679,13:30.7
2398,1384624,67848,48430,bicycle,Red Bamboo,Vegetarian,Spring Rolls,1,Appetizers,06:07.4,40.731383,-74.000286,40.729904,-74.0071552,07:38.1,18:30.4,29:20.3,37:38.7,0.603082956,19:10.7
2403,1410245,105756,156557,car,Momoya,Sushi,Crispy Rice,1,Signature Roll,03:00.4,40.78407726,-73.97762241,40.7869355,-73.9557253,16:00.1,18:03.7,24:23.6,37:01.7,1.875333205,14:41.7
2414,1312507,142166,96818,bicycle,sweetgreen,Salad,District Cobb,6,Signatures,03:20.2,40.74507859,-73.98882151,40.75461472,-73.99190791,34:09.3,35:55.9,14:46.7,26:37.7,1.090585105,13:37.6
2416,1349495,45846,84093,bicycle,The Meatball Shop,American,Spaghetti,1,Stick To Your Bones,05:09.3,40.73613088,-74.0006483,40.741288,-73.978888,37:48.6,53:39.6,02:59.6,17:03.5,1.925171639,29:54.9
2418,1459072,141732,149142,bicycle,Cho Dang Gol,Korean,Bulgogi Jun Gol,1,Traditional Casserole,04:34.3,40.75024,-73.986505,40.7390776,-73.9936184,12:26.2,18:17.6,00:41:35,53:35.3,1.377494526,17:51.7
2423,1300950,64151,124514,bicycle,Rubirosa,Italian,Rubirosa,1,Insalata,10:19.6,40.72274859,-73.99606192,40.7148434,-74.0062724,04:29.5,29:15.2,42:05.6,00:49:50,1.230808874,32:30.1
2427,1461583,152919,19432,car,Vanessa's Dumpling House,Chinese,With Chicken,1,Sesame Pancake Sandwiches,05:02.1,40.713816,-73.961732,40.74587292,-73.99466654,00:31:04,50:16.5,05:06.6,31:08.1,4.518138846,45:14.0
2431,1286826,81333,31450,bicycle,Lure Fishbar,Seafood,Sea Urchin,1,Sushi & Sashimi,10:48.8,40.72463457,-73.99840236,40.7356666,-73.9927296,09:45.9,00:20:16,40:35.6,51:37.5,1.315486031,21:32.0
2434,1439831,395616,144719,bicycle,Parm,Italian,House Roasted Turkey,1,Sandwiches,08:23.9,40.72301983,-73.995854,40.73986877,-73.98520756,03:10.4,35:10.2,45:05.4,00:57:59,2.075981562,44:53.4
2442,1409759,176622,38597,bicycle,Cafe Mogador,Middle Eastern,Chicken,1,Grill,03:49.3,40.727293,-73.984517,40.72916455,-73.97926418,13:48.8,14:34.6,00:34:25,38:31.6,0.490015444,04:52.4
2444,1309736,114114,64664,bicycle,sweetgreen,Salad,Guacamole Greens,1,Signatures,03:17.6,40.74507859,-73.98882151,40.7369952,-73.9791876,51:33.1,53:20.9,11:40.8,21:00.3,1.211573517,11:07.3
2457,1278811,151789,138560,bicycle,sweetgreen,Salad,Kale Caesar,1,Signatures,09:22.0,40.74507859,-73.98882151,40.7506213,-73.9862915,08:20.6,34:01.2,42:20.8,47:22.4,0.651545467,30:42.2
2462,1449731,355592,169794,bicycle,Caf̩ China,Chinese,Lightly Sauteed Lotus Root,1,Vegetables,09:58.7,40.749902,-73.982187,40.7296997,-73.9915646,31:06.7,33:39.5,03:07.6,23:41.5,2.379165304,23:06.7
2463,1476453,143926,175912,car,Joya,Thai,Fried Spring Rolls,1,Appetizers,04:35.3,40.6867331,-73.99375492,40.7023413,-73.9894706,30:17.2,46:39.9,12:00.2,44:30.5,1.770683549,48:53.0
2467,1400885,59181,114469,bicycle,RedFarm Hudson,Chinese,Three Chili Chicken,1,Mains,05:20.0,40.73421385,-74.00620203,40.721108,-74.002622,04:56.1,28:18.7,48:08.6,00:59:03,1.48647999,34:17.0
2470,1431030,54110,89004,bicycle,Parm,Italian,Sausage and Peppers,1,Platters,02:44.4,40.72301983,-73.995854,40.743635,-74.006331,00:37:19,51:44.6,10:30.1,20:31.6,2.454407833,24:27.1
2475,1277049,253195,132101,truck,Jack's Wife Freda,Mediterranean,Hand-Cut Fries,1,Sides,05:56.0,40.72198995,-73.9977479,40.684756,-74.003615,39:26.8,47:54.8,08:14.3,34:59.9,4.164386246,35:13.6
2480,1387976,80737,64664,bicycle,RedFarm Broadway,Chinese,Pan-Fried Pork Buns (4),1,Dim Sum,04:37.6,40.7821167,-73.9807391,40.775387,-73.98274,40:11.6,52:27.8,00:02:24,08:56.4,0.766180813,18:48.6
2483,1439801,384390,53095,bicycle,El Parador Cafe,Mexican,Nachos,1,Dinner,11:25.3,40.7444509,-73.974867,40.749781,-73.977572,00:50.9,46:43.5,53:03.4,58:26.2,0.634459892,51:15.4
2486,1488977,111356,22502,bicycle,Bhatti Indian Grill,Indian,Naan,1,Breads,08:18.5,40.7422281,-73.983076,40.7396369,-73.9996282,19:40.5,48:48.8,08:28.3,17:08.6,1.427366236,37:48.6
2490,1343449,17495,138057,car,The Meatball Shop,Italian,Ice Cream Sandwich,1,Desserts,02:26.4,40.72154512,-73.98884243,40.70940974,-74.00671357,38:33.2,49:06.1,00:26.2,19:37.7,2.02392751,29:44.4
2501,1410276,66543,46760,car,Carnegie Deli,Deli,Chicken Broth Soup,1,Soups,03:59.6,40.76413503,-73.98119223,40.7577512,-73.9669336,19:32.3,42:46.7,48:36.7,59:25.5,1.397185192,34:03.2
2505,1293831,94480,143261,bicycle,The Meatball Shop,Italian,Vegetable,1,Naked Balls,06:53.9,40.77149125,-73.95633415,40.7735382,-73.9621981,41:08.9,44:24.9,01:45.4,00:07:36,0.54474988,09:06.6
2510,1480674,68965,65763,bicycle,RedFarm Hudson,Chinese,Bentons Bacon & Egg Fried Rice,1,Rice & Noodles,08:25.4,40.73421385,-74.00620203,40.744964,-73.985617,44:53.1,59:14.2,07:04.2,24:47.1,2.109099384,32:04.0
2513,1458212,186473,114469,bicycle,Blue Ribbon Sushi,Japanese,House Salad,1,Salads,06:19.9,40.72610966,-74.00249186,40.7393847,-73.9924463,09:25.3,14:06.2,26:33.7,39:07.3,1.700970587,17:14.5
2517,1349481,49631,139444,bicycle,The Meatball Shop,Italian,Spicy Pork Ball Kitchen Sink Salad,1,The Kitchen Sink Salad,05:17.8,40.77149125,-73.95633415,40.763591,-73.964246,37:12.6,54:40.2,04:00.4,12:12.7,1.102682506,25:39.9
2522,1448358,101957,23359,bicycle,Hiroko's Place,Japanese,Hamburg Rice,1,Hiroko's Specialties,05:53.7,40.72458741,-74.0027704,40.729427,-73.9887789,21:54.4,43:21.6,03:41.8,00:18:23,1.298462372,36:08.4
2525,1490119,61128,67899,car,Candle Cafe,Vegetarian,Steamed or Saut̩ed Broccoli&Cauliflower,1,Sides,37:39.8,40.771485,-73.95922147,40.756366,-73.967001,57:12.3,59:24.4,05:16.1,22:31.9,1.80287488,19:27.9
2537,1347822,298824,32130,bicycle,Bareburger,Burger,Barest Burger,1,Bareburgers,05:46.8,40.74613121,-73.9781034,40.727405,-73.991802,01:27.1,02:36.3,32:30.6,53:12.4,2.379772185,21:51.0
2539,1387544,336629,161485,bicycle,Sarabeth's Tribeca,Breakfast,Freshly Squeezed Orange Juice,1,Fruity Beginnings,02:57.7,40.71819429,-74.01055746,40.7167197,-74.0122998,13:50.9,00:18:05,31:55.3,00:36:15,0.220197656,08:33.8
2550,1348332,100148,130599,bicycle,Sushi of Gari,Sushi,California,1,Maki Sushi Hand Roll,23:28.9,40.77156871,-73.95278683,40.7872677,-73.9538917,03:46.5,16:13.9,39:33.7,49:06.2,1.745860353,21:59.9
2551,1318688,106324,90681,bicycle,The Meatball Shop,Italian,Side of Ice Cream,1,Desserts,05:42.5,40.74596311,-74.00169729,40.7306726,-73.9810549,15:34.1,17:01.3,00:28:39,42:15.2,2.43378925,15:03.4
2554,1368206,79215,61900,bicycle,Blue Ribbon Sushi,Japanese,Sake,5,Taiseyo (Atlantic Ocean),14:36.9,40.72610966,-74.00249186,40.7220335,-74.0012856,26:54.6,39:48.3,00:17:08,00:22:43,0.46398219,18:28.7
2559,1360736,5444,57186,bicycle,Go! Go! Curry!,Japanese,Soda,1,Drinks,09:13.1,40.75467591,-73.99148234,40.7470909,-74.0021948,25:38.5,31:52.9,39:43.9,54:24.4,1.236094253,20:54.9
2560,1440958,83287,57496,bicycle,Boqueria,Spanish,Txipirones,1,Tapas,05:26.8,40.74011985,-73.99384674,40.74230823,-73.98204063,00:39:20,59:40.1,00:15:35,24:42.1,1.026369133,29:27.2
2561,1340408,373285,144719,bicycle,RedFarm Hudson,Chinese,Katz�۪s Pastrami Egg Roll (1),1,Dim Sum,03:50.9,40.73421385,-74.00620203,40.72935821,-74.00283932,35:51.6,39:03.4,06:21.8,17:41.3,0.609461869,14:31.3
2573,1432192,275689,53095,bicycle,Han Dynasty,Chinese,Cold Sesame Noodle,1,Noodles,06:18.2,40.732213,-73.988072,40.7263283,-73.99320179,05:17.2,23:38.8,43:30.2,51:43.1,0.784120554,26:34.5
2586,1442356,89889,171554,bicycle,Sushi of Gari 46,Sushi,Tatsuta-Age,1,Appetizers,06:15.5,40.76065444,-73.98958275,40.7355464,-73.9790128,24:52.1,39:18.4,09:38.6,47:39.6,2.927639434,52:27.3
2593,1451294,55227,99219,bicycle,Sushi of Gari Tribeca,Japanese,Spinach Goma-Ae,2,Appetizers,19:18.8,40.71672576,-74.00825065,40.720277,-73.996313,25:41.2,34:20.8,25:11.6,34:58.2,1.08299074,18:26.2
2601,1286826,81333,31450,bicycle,Lure Fishbar,Seafood,Toro,1,Sushi & Sashimi,10:48.8,40.72463457,-73.99840236,40.7356666,-73.9927296,09:45.9,00:20:16,40:35.6,51:37.5,1.315486031,21:32.0
2602,1390682,156110,35973,bicycle,Pio Pio,South American,Mixed Steamed Vegetables,1,Platitos,11:43.1,40.76040697,-73.99489403,40.734937,-73.997808,02:42.5,09:04.3,41:24.2,57:58.1,2.839101932,22:55.7
2609,1379360,240982,166448,car,Rubirosa,Italian,Large Fresca,1,Pizza,05:30.6,40.72274859,-73.99606192,40.7233637,-74.0053763,15:53.3,22:15.1,30:06.9,44:55.9,0.789897071,21:10.8
2616,1470164,115610,34669,bicycle,Tamarind TriBeCa,Indian,Lemon Rice,1,Basmati Degh Rice,02:25.8,40.71926893,-74.00874988,40.72357217,-74.01085812,09:04.1,25:49.4,36:11.3,43:40.6,0.509985955,24:14.6
2617,1357882,145962,62860,bicycle,Joe's Shanghai �_�������,Chinese,Scallion Pancake,1,Appetizers,04:36.3,40.71464248,-73.99764195,40.7161361,-74.0036378,21:55.4,38:08.1,46:55.7,50:05.3,0.533085807,19:22.3
2622,1431810,69025,44356,bicycle,Han Dynasty,Chinese,Dan Dan Noodle,1,Noodles,07:10.0,40.732213,-73.988072,40.735812,-73.985991,22:45.2,00:37:54,49:35.2,55:42.1,0.436615278,21:15.7
2627,1440456,64125,156557,car,RedFarm Broadway,Chinese,Pork & Crab Soup Dumplings (4),1,Lunch Dim Sum,02:58.8,40.7821167,-73.9807391,40.77744,-73.963125,01:06.8,09:36.3,26:38.2,43:31.8,1.574977311,25:23.1
2628,1302722,362741,34804,truck,Dinosaur Bar-B-Que,BBQ,Bar-B-Que Beans with Pork,1,Homemade Sides,07:34.7,40.8180821,-73.9609373,40.7628861,-73.963957,23:19.8,47:13.8,03:02.8,00:50:02,6.134804479,10:53.2
2630,1480964,221394,165094,bicycle,The Meatball Shop,Italian,Spicy Pork Ball Kitchen Sink Salad,1,The Kitchen Sink Salad,08:55.8,40.72154512,-73.98884243,40.7280115,-73.9938714,26:24.5,49:05.9,06:56.4,17:07.7,0.834359335,32:52.7
2635,1486425,396432,84093,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Hearts of Palm,1,Appetizers,08:41.0,40.72197958,-73.98814821,40.718659,-74.002854,08:53.6,10:30.8,26:20.9,36:28.1,1.296053061,11:44.4
2646,1448867,319960,67103,truck,Grand Sichuan International,Chinese,Vegetable Hot & Sour Soup,1,Soups,02:22.0,40.74738419,-74.00096687,40.7438333,-73.9743045,12:47.2,14:20.9,29:10.5,48:52.5,2.286110518,21:15.7
2652,1333080,96257,116438,bicycle,The Palm Too,Steak,Monday Night Salad,1,Dinner Salads,03:07.4,40.75157468,-73.97091304,40.7680123,-73.95751669,41:06.8,00:59:56,09:46.9,23:46.8,2.147467182,32:49.1
2657,1441352,357916,173409,bicycle,Ghenet Brooklyn,African,Ghenet Combination (1 Person),1,Combination,06:47.6,40.67928937,-73.98172597,40.6769679,-73.9977855,14:36.3,20:38.6,30:54.2,41:21.9,1.381980411,16:30.0
2659,1315197,79849,108006,bicycle,Parm,Italian,Baked Ziti,1,Sides,13:36.4,40.72301983,-73.995854,40.7323013,-74.0077782,00:15:17,17:10.2,46:35.2,56:48.7,1.441218728,12:06.7
2663,1414501,140998,122124,bicycle,Boqueria,Spanish,Churros con Chocolate,1,Desserts,03:04.3,40.74011985,-73.99384674,40.7383013,-73.9966664,07:34.5,09:07.2,00:32:51,39:53.4,0.312258914,08:35.1
2665,1445286,246977,71148,bicycle,Luke's Lobster,Seafood,New England Clam Chowder,3,Soups,05:51.7,40.726823,-73.98547098,40.7324282,-74.0080594,07:22.3,12:47.1,26:38.6,51:56.6,2.007179518,30:42.8
2683,1407677,68775,61900,bicycle,Sushi of Gari Tribeca,Japanese,Hijiki Salad,1,Salad,10:18.7,40.71672576,-74.00825065,40.720227,-74.002111,04:10.5,39:01.2,42:39.6,48:02.4,0.648286231,40:13.5
2685,1465052,315649,123581,bicycle,Caracas Arepa Bar,South American,La Surena,1,Arepas,05:46.7,40.72681,-73.985329,40.77179758,-73.96978682,50:01.3,56:27.9,03:17.9,24:21.8,5.165383517,27:30.5
2689,1341520,367591,133004,bicycle,Dinosaur Bar-B-Que,BBQ,Creekstone Farms Brisket Plate,1,True Blue Bar-B-Que Pit Plates,11:35.3,40.67768312,-73.98399867,40.68801313,-73.97925599,31:01.7,54:07.6,10:17.1,20:53.9,1.215171675,33:42.7
2690,1381108,377481,39443,bicycle,Otto Enoteca Pizzeria,Italian,"Baby Spinach, Ricotta Salata & Truffle Honey",1,Salads,12:13.0,40.73206376,-73.99615467,40.7348753,-73.9892251,13:00.4,14:26.8,41:16.7,53:29.2,0.663422807,13:38.9
2692,1412216,87603,154990,bicycle,The Meatball Shop,American,Saut̩ed Broccoli,1,Green Market,08:25.7,40.73613088,-74.0006483,40.7331655,-73.9897102,34:18.5,36:28.2,03:48.1,17:19.9,0.980888184,15:41.5
2693,1398532,312853,162603,car,Big Daddy's,Burger,Thai Cobb Salad,1,Green Acres,06:28.9,40.73802516,-73.98798732,40.7331962,-74.00332315,41:49.8,45:57.4,22:48.6,37:27.8,1.402030734,18:46.8
2695,1288316,128243,89004,bicycle,The Meatball Shop,Italian,Ice Cream Sandwich,1,Desserts,20:44.0,40.72154512,-73.98884243,40.7433809,-73.9742625,26:01.8,00:38:04,07:56.7,12:13.6,2.719695893,16:19.1
2698,1431806,237346,157415,car,The Meatball Shop,Italian,Simple Salad,1,Green Market,07:21.4,40.74596311,-74.00169729,40.74914983,-74.00577273,00:23:06,54:56.8,03:17.2,00:16:30,0.493661097,45:03.6
2704,1316867,156461,158791,car,The Kati Roll Company,Indian,Mixed-Veggie Roll (Daily Special),1,Rolls,05:02.6,40.72951,-74.000865,40.7073324,-74.0070814,30:28.3,37:37.2,00:45:53,57:15.9,2.518174281,18:31.8
2705,1350042,123535,31156,bicycle,RedFarm Hudson,Chinese,BBQ�۪d Duck & Ginger Fried Rice,1,Rice & Noodles,06:18.7,40.73421385,-74.00620203,40.7483602,-73.9890844,15:51.2,26:44.1,00:38:30,49:59.8,2.134997286,22:22.7
2709,1374563,313288,158791,car,Benihana,Japanese,Hibachi Chicken,1,Hibachi Entrees,05:23.9,40.76316588,-73.97701978,40.788867,-73.954606,28:19.4,53:48.1,08:39.6,27:00.5,3.424344677,43:49.6
2711,1484400,129486,174186,van,Empanada Mama (closed),Mexican,Guacamole,1,Tapas,04:54.3,40.764217,-73.988321,40.73192256,-74.00132944,08:54.4,19:33.3,32:22.9,48:02.2,3.750771017,26:18.2
2720,1274483,143721,119839,bicycle,Hummus Place,Middle Eastern,Hummus Mushrooms,1,Main,04:17.7,40.732351,-74.003505,40.7451708,-73.9952138,00:22:11,24:23.3,35:41.9,46:41.7,1.586557927,13:12.1
2730,1480958,123977,167596,bicycle,Vezzo Thin Crust Pizza,Italian,"Regular Crust (16"" Large Pie)",1,Custom Pies,14:28.8,40.74448928,-73.98132205,40.7136502,-73.9791814,26:16.7,46:20.6,01:49.8,25:24.4,3.42941029,43:38.5
2740,1481272,387102,142394,bicycle,Vanessa's Dumplings,Chinese,Vegetable Dumplings,1,Bolied,23:23.0,40.7329359,-73.98644352,40.74382452,-73.99255445,04:55.2,29:24.6,46:58.8,57:18.3,1.31473285,34:48.9
2748,1349047,172730,31156,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Spanking,1,Shakes,03:31.2,40.735725,-73.98712647,40.7168165,-74.0056525,00:07:40,09:39.8,21:59.7,00:39:13,2.618894689,19:13.1
